asv	sample	count
0016b651b5ff829ca13dd04a9190570e	587	43
0025ead91ab648e1549cda1e985db403	617	2032
00282315267b2cd6535b970e94fd47cd	685	30
00282315267b2cd6535b970e94fd47cd	686	6130
002acc817ff73ee7d4528bc0e0ab2bf1	419	7
0034a075a361cc22c006ba13f16f9fe5	462	102
004af060a503c57022cd89c7c63a25ac	380	64
004af060a503c57022cd89c7c63a25ac	382	361
004af060a503c57022cd89c7c63a25ac	383	35
004af060a503c57022cd89c7c63a25ac	390	13
004af060a503c57022cd89c7c63a25ac	398	105
004af060a503c57022cd89c7c63a25ac	454	215
004af060a503c57022cd89c7c63a25ac	462	91
004af060a503c57022cd89c7c63a25ac	472	104
004af060a503c57022cd89c7c63a25ac	480	33
004af060a503c57022cd89c7c63a25ac	565	49
004af060a503c57022cd89c7c63a25ac	575	293
004af060a503c57022cd89c7c63a25ac	588	101
004af060a503c57022cd89c7c63a25ac	651	620
004af060a503c57022cd89c7c63a25ac	652	414
004af060a503c57022cd89c7c63a25ac	653	94
004af060a503c57022cd89c7c63a25ac	655	573
004af060a503c57022cd89c7c63a25ac	664	1054
004af060a503c57022cd89c7c63a25ac	686	36
00502686ed5342b52fdbef21c5f39d3c	399	6
0051213008a5ab7c508edad8a4d074ac	386	14
0051213008a5ab7c508edad8a4d074ac	431	183
0051213008a5ab7c508edad8a4d074ac	492	105
0051213008a5ab7c508edad8a4d074ac	511	34
0051213008a5ab7c508edad8a4d074ac	575	35
0051213008a5ab7c508edad8a4d074ac	655	24
0051213008a5ab7c508edad8a4d074ac	672	948
0051213008a5ab7c508edad8a4d074ac	673	192
005f8f2eced0ed3accd8195c3bb6975b	576	6
005f8f2eced0ed3accd8195c3bb6975b	651	7
006ed7284bda59988c85c814b46559c4	380	503
006ed7284bda59988c85c814b46559c4	383	549
006ed7284bda59988c85c814b46559c4	386	140
006ed7284bda59988c85c814b46559c4	399	1251
006ed7284bda59988c85c814b46559c4	422	369
006ed7284bda59988c85c814b46559c4	424	221
006ed7284bda59988c85c814b46559c4	430	188
006ed7284bda59988c85c814b46559c4	474	2387
006ed7284bda59988c85c814b46559c4	492	40
006ed7284bda59988c85c814b46559c4	547	962
006ed7284bda59988c85c814b46559c4	575	61
006ed7284bda59988c85c814b46559c4	613	187
006ed7284bda59988c85c814b46559c4	615	144
006ed7284bda59988c85c814b46559c4	623	201
006ed7284bda59988c85c814b46559c4	651	12
006ed7284bda59988c85c814b46559c4	654	439
006ed7284bda59988c85c814b46559c4	664	84
006ed7284bda59988c85c814b46559c4	677	53
0083b66eb1da0e9590c83ac8a9e81e6f	664	19
00974a2f47218e28784473ff33f668e0	382	11
00974a2f47218e28784473ff33f668e0	459	4
00974a2f47218e28784473ff33f668e0	653	12
00974a2f47218e28784473ff33f668e0	664	4
00974a2f47218e28784473ff33f668e0	686	6
00bf0958c6275f12aa75f11d79029099	380	314
00bf0958c6275f12aa75f11d79029099	382	321
00bf0958c6275f12aa75f11d79029099	383	43
00bf0958c6275f12aa75f11d79029099	386	61
00bf0958c6275f12aa75f11d79029099	390	303
00bf0958c6275f12aa75f11d79029099	391	196
00bf0958c6275f12aa75f11d79029099	398	78
00bf0958c6275f12aa75f11d79029099	399	127
00bf0958c6275f12aa75f11d79029099	419	79
00bf0958c6275f12aa75f11d79029099	422	122
00bf0958c6275f12aa75f11d79029099	424	108
00bf0958c6275f12aa75f11d79029099	426	214
00bf0958c6275f12aa75f11d79029099	429	40
00bf0958c6275f12aa75f11d79029099	430	93
00bf0958c6275f12aa75f11d79029099	431	77
00bf0958c6275f12aa75f11d79029099	454	101
00bf0958c6275f12aa75f11d79029099	459	418
00bf0958c6275f12aa75f11d79029099	462	155
00bf0958c6275f12aa75f11d79029099	472	517
00bf0958c6275f12aa75f11d79029099	474	89
00bf0958c6275f12aa75f11d79029099	480	47
00bf0958c6275f12aa75f11d79029099	489	92
00bf0958c6275f12aa75f11d79029099	492	475
00bf0958c6275f12aa75f11d79029099	501	11
00bf0958c6275f12aa75f11d79029099	511	241
00bf0958c6275f12aa75f11d79029099	547	204
00bf0958c6275f12aa75f11d79029099	555	412
00bf0958c6275f12aa75f11d79029099	563	6
00bf0958c6275f12aa75f11d79029099	565	15
00bf0958c6275f12aa75f11d79029099	574	54
00bf0958c6275f12aa75f11d79029099	575	37
00bf0958c6275f12aa75f11d79029099	576	535
00bf0958c6275f12aa75f11d79029099	587	153
00bf0958c6275f12aa75f11d79029099	588	12
00bf0958c6275f12aa75f11d79029099	613	727
00bf0958c6275f12aa75f11d79029099	615	511
00bf0958c6275f12aa75f11d79029099	617	134
00bf0958c6275f12aa75f11d79029099	623	241
00bf0958c6275f12aa75f11d79029099	650	318
00bf0958c6275f12aa75f11d79029099	651	605
00bf0958c6275f12aa75f11d79029099	652	564
00bf0958c6275f12aa75f11d79029099	653	233
00bf0958c6275f12aa75f11d79029099	654	142
00bf0958c6275f12aa75f11d79029099	655	97
00bf0958c6275f12aa75f11d79029099	664	467
00bf0958c6275f12aa75f11d79029099	672	865
00bf0958c6275f12aa75f11d79029099	673	326
00bf0958c6275f12aa75f11d79029099	676	69
00bf0958c6275f12aa75f11d79029099	677	17
00bf0958c6275f12aa75f11d79029099	686	600
00e06280ab852e7e6a45ff4f085a4c05	489	35
00e06280ab852e7e6a45ff4f085a4c05	511	25
00e06280ab852e7e6a45ff4f085a4c05	576	79
00e06280ab852e7e6a45ff4f085a4c05	617	69
00e06280ab852e7e6a45ff4f085a4c05	655	31
00e419130e3a311ca9eb68804aa0b3e3	422	2
00e419130e3a311ca9eb68804aa0b3e3	574	1
00e96271e701215fed991b3dac19969c	459	38
00e96271e701215fed991b3dac19969c	676	77
0109275e7d0c45e0538d372e9d1ca55d	462	8
0109275e7d0c45e0538d372e9d1ca55d	565	4
0109275e7d0c45e0538d372e9d1ca55d	575	2
0109275e7d0c45e0538d372e9d1ca55d	617	26
010ed335fb48d4dbc5903cabedb35bb9	380	13
010ed335fb48d4dbc5903cabedb35bb9	381	28
010ed335fb48d4dbc5903cabedb35bb9	382	156
010ed335fb48d4dbc5903cabedb35bb9	383	32
010ed335fb48d4dbc5903cabedb35bb9	390	177
010ed335fb48d4dbc5903cabedb35bb9	391	13
010ed335fb48d4dbc5903cabedb35bb9	399	80
010ed335fb48d4dbc5903cabedb35bb9	419	1323
010ed335fb48d4dbc5903cabedb35bb9	424	37
010ed335fb48d4dbc5903cabedb35bb9	429	60
010ed335fb48d4dbc5903cabedb35bb9	430	486
010ed335fb48d4dbc5903cabedb35bb9	431	500
010ed335fb48d4dbc5903cabedb35bb9	432	24
010ed335fb48d4dbc5903cabedb35bb9	454	22
010ed335fb48d4dbc5903cabedb35bb9	459	2079
010ed335fb48d4dbc5903cabedb35bb9	462	165
010ed335fb48d4dbc5903cabedb35bb9	472	5
010ed335fb48d4dbc5903cabedb35bb9	480	3
010ed335fb48d4dbc5903cabedb35bb9	492	742
010ed335fb48d4dbc5903cabedb35bb9	501	19
010ed335fb48d4dbc5903cabedb35bb9	547	283
010ed335fb48d4dbc5903cabedb35bb9	555	18
010ed335fb48d4dbc5903cabedb35bb9	565	94
010ed335fb48d4dbc5903cabedb35bb9	574	35
010ed335fb48d4dbc5903cabedb35bb9	575	444
010ed335fb48d4dbc5903cabedb35bb9	576	22
010ed335fb48d4dbc5903cabedb35bb9	587	73
010ed335fb48d4dbc5903cabedb35bb9	588	16
010ed335fb48d4dbc5903cabedb35bb9	613	209
010ed335fb48d4dbc5903cabedb35bb9	615	269
010ed335fb48d4dbc5903cabedb35bb9	617	29
010ed335fb48d4dbc5903cabedb35bb9	623	24
010ed335fb48d4dbc5903cabedb35bb9	650	28
010ed335fb48d4dbc5903cabedb35bb9	651	128
010ed335fb48d4dbc5903cabedb35bb9	652	85
010ed335fb48d4dbc5903cabedb35bb9	653	122
010ed335fb48d4dbc5903cabedb35bb9	654	58
010ed335fb48d4dbc5903cabedb35bb9	655	38
010ed335fb48d4dbc5903cabedb35bb9	664	679
010ed335fb48d4dbc5903cabedb35bb9	672	1736
010ed335fb48d4dbc5903cabedb35bb9	673	688
010ed335fb48d4dbc5903cabedb35bb9	676	118
010ed335fb48d4dbc5903cabedb35bb9	677	7
010ed335fb48d4dbc5903cabedb35bb9	686	1200
0140184280184a14134e2b58796032a6	462	1491
0140184280184a14134e2b58796032a6	563	32
0140184280184a14134e2b58796032a6	617	3756
0140184280184a14134e2b58796032a6	677	1477
0143289d5cdfdd2e3bb02f2873055ab8	565	42
014a2181d5894097c952877dc83b2fad	555	7
014a2181d5894097c952877dc83b2fad	587	10
014a2181d5894097c952877dc83b2fad	623	17
014a2181d5894097c952877dc83b2fad	655	14
014a2181d5894097c952877dc83b2fad	685	12
014a2181d5894097c952877dc83b2fad	686	15
017f529e4a6af3a7948d08efe966832e	380	13
017f529e4a6af3a7948d08efe966832e	381	12
017f529e4a6af3a7948d08efe966832e	382	16
017f529e4a6af3a7948d08efe966832e	383	22
017f529e4a6af3a7948d08efe966832e	386	18
017f529e4a6af3a7948d08efe966832e	390	12
017f529e4a6af3a7948d08efe966832e	391	7
017f529e4a6af3a7948d08efe966832e	398	4
017f529e4a6af3a7948d08efe966832e	399	5
017f529e4a6af3a7948d08efe966832e	419	5
017f529e4a6af3a7948d08efe966832e	422	19
017f529e4a6af3a7948d08efe966832e	424	73
017f529e4a6af3a7948d08efe966832e	429	24
017f529e4a6af3a7948d08efe966832e	430	12
017f529e4a6af3a7948d08efe966832e	431	4
017f529e4a6af3a7948d08efe966832e	454	30
017f529e4a6af3a7948d08efe966832e	462	31
017f529e4a6af3a7948d08efe966832e	474	24
017f529e4a6af3a7948d08efe966832e	480	5
017f529e4a6af3a7948d08efe966832e	492	133
017f529e4a6af3a7948d08efe966832e	501	14
017f529e4a6af3a7948d08efe966832e	511	3
017f529e4a6af3a7948d08efe966832e	547	32
017f529e4a6af3a7948d08efe966832e	555	18
017f529e4a6af3a7948d08efe966832e	563	16
017f529e4a6af3a7948d08efe966832e	565	38
017f529e4a6af3a7948d08efe966832e	574	54
017f529e4a6af3a7948d08efe966832e	575	11
017f529e4a6af3a7948d08efe966832e	576	25
017f529e4a6af3a7948d08efe966832e	588	15
017f529e4a6af3a7948d08efe966832e	613	5
017f529e4a6af3a7948d08efe966832e	615	20
017f529e4a6af3a7948d08efe966832e	617	4
017f529e4a6af3a7948d08efe966832e	623	160
017f529e4a6af3a7948d08efe966832e	650	5
017f529e4a6af3a7948d08efe966832e	651	37
017f529e4a6af3a7948d08efe966832e	652	23
017f529e4a6af3a7948d08efe966832e	653	80
017f529e4a6af3a7948d08efe966832e	654	27
017f529e4a6af3a7948d08efe966832e	655	75
017f529e4a6af3a7948d08efe966832e	664	95
017f529e4a6af3a7948d08efe966832e	673	3
017f529e4a6af3a7948d08efe966832e	676	13
017f529e4a6af3a7948d08efe966832e	677	5
017f529e4a6af3a7948d08efe966832e	685	60
017f529e4a6af3a7948d08efe966832e	686	4
018770835b4dd064ac19da5b337d25d1	381	2
018770835b4dd064ac19da5b337d25d1	382	3
018770835b4dd064ac19da5b337d25d1	391	2
018770835b4dd064ac19da5b337d25d1	426	3
0193e73a29324b93d91f4af22232bc86	459	41
01abbe559bfb2295038ba94904d9f676	474	7
01abbe559bfb2295038ba94904d9f676	492	5
01abbe559bfb2295038ba94904d9f676	511	7
01abbe559bfb2295038ba94904d9f676	617	83
01ac754d908e26b8b25d2b890643766b	380	3
01ac754d908e26b8b25d2b890643766b	459	4
01ac754d908e26b8b25d2b890643766b	511	5
01ac754d908e26b8b25d2b890643766b	563	3
01ac754d908e26b8b25d2b890643766b	652	8
01ac754d908e26b8b25d2b890643766b	673	4
01b5eb86e3f9419a143bea109f1f7eaf	686	12
01c2dc0315d04d8b22acddf25b6d05df	391	9
01c2dc0315d04d8b22acddf25b6d05df	574	10
01c2dc0315d04d8b22acddf25b6d05df	686	3
01d4e972653ed42726bae9cca2a9c191	653	45
01d598f1b1dd557b1fe918137d03698f	380	292
01d598f1b1dd557b1fe918137d03698f	381	18
01d598f1b1dd557b1fe918137d03698f	382	236
01d598f1b1dd557b1fe918137d03698f	383	30
01d598f1b1dd557b1fe918137d03698f	386	96
01d598f1b1dd557b1fe918137d03698f	390	29
01d598f1b1dd557b1fe918137d03698f	391	21
01d598f1b1dd557b1fe918137d03698f	399	29
01d598f1b1dd557b1fe918137d03698f	419	147
01d598f1b1dd557b1fe918137d03698f	422	25
01d598f1b1dd557b1fe918137d03698f	424	54
01d598f1b1dd557b1fe918137d03698f	429	44
01d598f1b1dd557b1fe918137d03698f	430	149
01d598f1b1dd557b1fe918137d03698f	431	19
01d598f1b1dd557b1fe918137d03698f	432	9
01d598f1b1dd557b1fe918137d03698f	454	5
01d598f1b1dd557b1fe918137d03698f	472	80
01d598f1b1dd557b1fe918137d03698f	474	27
01d598f1b1dd557b1fe918137d03698f	480	7
01d598f1b1dd557b1fe918137d03698f	489	16
01d598f1b1dd557b1fe918137d03698f	492	156
01d598f1b1dd557b1fe918137d03698f	501	123
01d598f1b1dd557b1fe918137d03698f	511	121
01d598f1b1dd557b1fe918137d03698f	547	48
01d598f1b1dd557b1fe918137d03698f	563	7
01d598f1b1dd557b1fe918137d03698f	565	42
01d598f1b1dd557b1fe918137d03698f	574	6
01d598f1b1dd557b1fe918137d03698f	575	306
01d598f1b1dd557b1fe918137d03698f	576	28
01d598f1b1dd557b1fe918137d03698f	587	187
01d598f1b1dd557b1fe918137d03698f	588	36
01d598f1b1dd557b1fe918137d03698f	613	143
01d598f1b1dd557b1fe918137d03698f	617	49
01d598f1b1dd557b1fe918137d03698f	623	173
01d598f1b1dd557b1fe918137d03698f	651	25
01d598f1b1dd557b1fe918137d03698f	652	170
01d598f1b1dd557b1fe918137d03698f	653	104
01d598f1b1dd557b1fe918137d03698f	654	95
01d598f1b1dd557b1fe918137d03698f	655	1156
01d598f1b1dd557b1fe918137d03698f	664	167
01d598f1b1dd557b1fe918137d03698f	672	41
01d598f1b1dd557b1fe918137d03698f	673	646
01d598f1b1dd557b1fe918137d03698f	676	54
01d598f1b1dd557b1fe918137d03698f	677	14
01d598f1b1dd557b1fe918137d03698f	685	32
01d598f1b1dd557b1fe918137d03698f	686	65
01d79d095066800b280620f0ff0bae34	686	7
01feed1ff22425510339865c557fb28c	587	19
01feed1ff22425510339865c557fb28c	654	7
01ff50935940b246350bf51788ec3719	615	19
021b09b876ddf0c35bdf6d0a1f9b7e2c	390	1
021b09b876ddf0c35bdf6d0a1f9b7e2c	672	2
0220847a38451b3c5b600da3164a09f5	563	20
02250cdea5fd4b3f08506421a0b358e3	391	10352
02250cdea5fd4b3f08506421a0b358e3	430	5
02250cdea5fd4b3f08506421a0b358e3	492	768
02250cdea5fd4b3f08506421a0b358e3	613	272
02250cdea5fd4b3f08506421a0b358e3	615	10916
02250cdea5fd4b3f08506421a0b358e3	651	19091
02250cdea5fd4b3f08506421a0b358e3	664	7617
02250cdea5fd4b3f08506421a0b358e3	677	288
022a85884873fec93fd0471cfa676406	462	6
022c4d9d5e7683bad47bf7a44e2d8f6f	429	7
022c4d9d5e7683bad47bf7a44e2d8f6f	651	3
0234a0b2db164c00853061783c8552fb	547	20
0246885cf7157b74ba80daf1b827b996	419	114
0246885cf7157b74ba80daf1b827b996	430	34
0246885cf7157b74ba80daf1b827b996	454	46
0246885cf7157b74ba80daf1b827b996	462	140
0246885cf7157b74ba80daf1b827b996	492	16
0246885cf7157b74ba80daf1b827b996	555	213
0246885cf7157b74ba80daf1b827b996	575	36
0246885cf7157b74ba80daf1b827b996	613	23
0246885cf7157b74ba80daf1b827b996	652	15
0246885cf7157b74ba80daf1b827b996	655	96
0246885cf7157b74ba80daf1b827b996	673	15
0246885cf7157b74ba80daf1b827b996	676	21
0246885cf7157b74ba80daf1b827b996	677	40
027df6c8fd5d228d2e022a7251474c39	651	66
028b5b47d9dcd279dc43372c1c6d94ed	547	8
0295bd035845ccd31ac972b3c256abc5	615	7
02a2e4f6eb4f22e01ababee913c6bc37	672	205
02d434cbe6e9637831165e4075029a49	655	46
02f84b469122c6fdf0729371bfffc232	380	34
02f84b469122c6fdf0729371bfffc232	381	24
02f84b469122c6fdf0729371bfffc232	382	26
02f84b469122c6fdf0729371bfffc232	383	29
02f84b469122c6fdf0729371bfffc232	386	27
02f84b469122c6fdf0729371bfffc232	390	6
02f84b469122c6fdf0729371bfffc232	391	18
02f84b469122c6fdf0729371bfffc232	398	20
02f84b469122c6fdf0729371bfffc232	399	56
02f84b469122c6fdf0729371bfffc232	419	9
02f84b469122c6fdf0729371bfffc232	422	6
02f84b469122c6fdf0729371bfffc232	424	18
02f84b469122c6fdf0729371bfffc232	426	54
02f84b469122c6fdf0729371bfffc232	429	46
02f84b469122c6fdf0729371bfffc232	430	17
02f84b469122c6fdf0729371bfffc232	431	27
02f84b469122c6fdf0729371bfffc232	432	19
02f84b469122c6fdf0729371bfffc232	454	75
02f84b469122c6fdf0729371bfffc232	459	11
02f84b469122c6fdf0729371bfffc232	462	30
02f84b469122c6fdf0729371bfffc232	472	30
02f84b469122c6fdf0729371bfffc232	474	26
02f84b469122c6fdf0729371bfffc232	480	12
02f84b469122c6fdf0729371bfffc232	489	57
02f84b469122c6fdf0729371bfffc232	492	36
02f84b469122c6fdf0729371bfffc232	501	5
02f84b469122c6fdf0729371bfffc232	511	5
02f84b469122c6fdf0729371bfffc232	547	51
02f84b469122c6fdf0729371bfffc232	555	16
02f84b469122c6fdf0729371bfffc232	563	51
02f84b469122c6fdf0729371bfffc232	565	32
02f84b469122c6fdf0729371bfffc232	574	24
02f84b469122c6fdf0729371bfffc232	575	43
02f84b469122c6fdf0729371bfffc232	576	51
02f84b469122c6fdf0729371bfffc232	587	27
02f84b469122c6fdf0729371bfffc232	588	37
02f84b469122c6fdf0729371bfffc232	613	19
02f84b469122c6fdf0729371bfffc232	615	37
02f84b469122c6fdf0729371bfffc232	617	31
02f84b469122c6fdf0729371bfffc232	623	19
02f84b469122c6fdf0729371bfffc232	651	39
02f84b469122c6fdf0729371bfffc232	652	58
02f84b469122c6fdf0729371bfffc232	653	24
02f84b469122c6fdf0729371bfffc232	654	45
02f84b469122c6fdf0729371bfffc232	655	79
02f84b469122c6fdf0729371bfffc232	664	26
02f84b469122c6fdf0729371bfffc232	672	17
02f84b469122c6fdf0729371bfffc232	676	38
02f84b469122c6fdf0729371bfffc232	677	22
02f84b469122c6fdf0729371bfffc232	685	21
02f84b469122c6fdf0729371bfffc232	686	37
030151236cd8def1faecd277002c5f7a	426	6
030151236cd8def1faecd277002c5f7a	432	3
030151236cd8def1faecd277002c5f7a	489	3
031f8618565a5c1ccc8fbd278c7548de	654	17
033629ca0db6e9240a1a1bafa7b79582	652	36
0347445b6784e3d32c70126b005ffa6e	382	64
0347445b6784e3d32c70126b005ffa6e	383	39
0347445b6784e3d32c70126b005ffa6e	390	37
0347445b6784e3d32c70126b005ffa6e	398	11
0347445b6784e3d32c70126b005ffa6e	419	62
0347445b6784e3d32c70126b005ffa6e	424	413
0347445b6784e3d32c70126b005ffa6e	474	26
0347445b6784e3d32c70126b005ffa6e	480	23
0347445b6784e3d32c70126b005ffa6e	489	47
0347445b6784e3d32c70126b005ffa6e	511	100
0347445b6784e3d32c70126b005ffa6e	555	50
0347445b6784e3d32c70126b005ffa6e	563	51
0347445b6784e3d32c70126b005ffa6e	588	9
0347445b6784e3d32c70126b005ffa6e	613	187
0347445b6784e3d32c70126b005ffa6e	617	155
0347445b6784e3d32c70126b005ffa6e	623	93
0347445b6784e3d32c70126b005ffa6e	651	81
0347445b6784e3d32c70126b005ffa6e	652	71
0347445b6784e3d32c70126b005ffa6e	653	95
0347445b6784e3d32c70126b005ffa6e	654	30
0347445b6784e3d32c70126b005ffa6e	655	281
0347445b6784e3d32c70126b005ffa6e	672	100
0347445b6784e3d32c70126b005ffa6e	673	49
0347445b6784e3d32c70126b005ffa6e	677	18
0347445b6784e3d32c70126b005ffa6e	685	58
0348675092fd73a5b0b10bee6a84941f	426	7
0348fa927de8012d2a5b5c416e4bcb15	419	3
0348fa927de8012d2a5b5c416e4bcb15	430	9
0348fa927de8012d2a5b5c416e4bcb15	462	22
0348fa927de8012d2a5b5c416e4bcb15	615	23
0348fa927de8012d2a5b5c416e4bcb15	650	70
0348fa927de8012d2a5b5c416e4bcb15	677	16
0348fa927de8012d2a5b5c416e4bcb15	686	66
035dee13793e13abc36f0357cf66f48a	501	6
03620b70ebe5b8a9687316c11d296864	575	11
0363b675fa8e6715671fa587b09ac870	686	114
036a235e340eaeb59c90791c46276c30	419	7
036a235e340eaeb59c90791c46276c30	430	6
036a235e340eaeb59c90791c46276c30	576	10
036a235e340eaeb59c90791c46276c30	652	12
036a235e340eaeb59c90791c46276c30	655	27
036a235e340eaeb59c90791c46276c30	672	9
037b1611a641cc1d8ea3e8b24c732897	382	7
037b1611a641cc1d8ea3e8b24c732897	383	11
037b1611a641cc1d8ea3e8b24c732897	399	14
037b1611a641cc1d8ea3e8b24c732897	492	13
037b1611a641cc1d8ea3e8b24c732897	555	9
037b1611a641cc1d8ea3e8b24c732897	587	9
037b1611a641cc1d8ea3e8b24c732897	617	57
037b1611a641cc1d8ea3e8b24c732897	653	48
037b1611a641cc1d8ea3e8b24c732897	654	31
03836e378050fba1bf61eb57ac62bcb5	454	14
039d18c6b069289d3c6355ebbe659a4b	652	6
039d18c6b069289d3c6355ebbe659a4b	685	4
03a65f4db0ef751b5d1e82c9b6d104a3	686	30
03c9dbb4b5ddb386319ca700ff686ac4	653	34
03d057c677b8deb85f3740beebb0b8d6	650	29
03d6bd9a0f0a82014c4012fcab1ed94c	653	15
03d6bd9a0f0a82014c4012fcab1ed94c	654	3
03df2c365d940587874aa4e1fdb27b03	419	114
03df2c365d940587874aa4e1fdb27b03	474	86
03df2c365d940587874aa4e1fdb27b03	492	84
03df2c365d940587874aa4e1fdb27b03	547	101
03e13fec90b9475c5211a566b42da42b	382	656
03e13fec90b9475c5211a566b42da42b	383	236
03e13fec90b9475c5211a566b42da42b	386	116
03e13fec90b9475c5211a566b42da42b	390	506
03e13fec90b9475c5211a566b42da42b	419	126
03e13fec90b9475c5211a566b42da42b	422	52
03e13fec90b9475c5211a566b42da42b	424	1622
03e13fec90b9475c5211a566b42da42b	426	58
03e13fec90b9475c5211a566b42da42b	429	31
03e13fec90b9475c5211a566b42da42b	431	21
03e13fec90b9475c5211a566b42da42b	432	17
03e13fec90b9475c5211a566b42da42b	454	61
03e13fec90b9475c5211a566b42da42b	459	127
03e13fec90b9475c5211a566b42da42b	480	19
03e13fec90b9475c5211a566b42da42b	492	6
03e13fec90b9475c5211a566b42da42b	511	308
03e13fec90b9475c5211a566b42da42b	547	127
03e13fec90b9475c5211a566b42da42b	555	9
03e13fec90b9475c5211a566b42da42b	565	28
03e13fec90b9475c5211a566b42da42b	576	41
03e13fec90b9475c5211a566b42da42b	587	510
03e13fec90b9475c5211a566b42da42b	588	36
03e13fec90b9475c5211a566b42da42b	613	379
03e13fec90b9475c5211a566b42da42b	615	64
03e13fec90b9475c5211a566b42da42b	623	37
03e13fec90b9475c5211a566b42da42b	650	26
03e13fec90b9475c5211a566b42da42b	651	26
03e13fec90b9475c5211a566b42da42b	652	8
03e13fec90b9475c5211a566b42da42b	655	217
03e13fec90b9475c5211a566b42da42b	664	713
03e13fec90b9475c5211a566b42da42b	672	358
03e13fec90b9475c5211a566b42da42b	673	401
03e13fec90b9475c5211a566b42da42b	676	20
03e13fec90b9475c5211a566b42da42b	686	499
03ef91ab549315c53ecc1da348cd3925	555	12
03ef91ab549315c53ecc1da348cd3925	574	22
03ef91ab549315c53ecc1da348cd3925	650	12
03f137be80c73c5f86ec8a7bb03538a9	426	71
0422e8259c73b878d16a469d4d7f068c	383	8
0422e8259c73b878d16a469d4d7f068c	386	4
0422e8259c73b878d16a469d4d7f068c	390	4
0422e8259c73b878d16a469d4d7f068c	391	31
0422e8259c73b878d16a469d4d7f068c	429	21
0422e8259c73b878d16a469d4d7f068c	431	5
0422e8259c73b878d16a469d4d7f068c	432	11
0422e8259c73b878d16a469d4d7f068c	459	3
0422e8259c73b878d16a469d4d7f068c	474	10
0422e8259c73b878d16a469d4d7f068c	489	6
0422e8259c73b878d16a469d4d7f068c	492	16
0422e8259c73b878d16a469d4d7f068c	511	2
0422e8259c73b878d16a469d4d7f068c	547	27
0422e8259c73b878d16a469d4d7f068c	575	14
0422e8259c73b878d16a469d4d7f068c	576	7
0422e8259c73b878d16a469d4d7f068c	615	17
0422e8259c73b878d16a469d4d7f068c	617	17
0422e8259c73b878d16a469d4d7f068c	653	31
0422e8259c73b878d16a469d4d7f068c	654	6
0422e8259c73b878d16a469d4d7f068c	655	32
0422e8259c73b878d16a469d4d7f068c	664	15
0422e8259c73b878d16a469d4d7f068c	673	9
0422e8259c73b878d16a469d4d7f068c	676	6
0422e8259c73b878d16a469d4d7f068c	677	5
044fb7b0a9c9483d6cefd1fe10dbfa7a	555	13
045d616abf1865ce23483605245a7b9e	587	8
04653d2d65d982114066b9136dcd3716	426	8
0487e865b41c0b8c10915242b367a8e8	664	20
04ade9d9784142e3360e891d37a653b3	386	3
04ade9d9784142e3360e891d37a653b3	462	10
04ade9d9784142e3360e891d37a653b3	501	5
04ade9d9784142e3360e891d37a653b3	574	21
04ade9d9784142e3360e891d37a653b3	587	4
04ade9d9784142e3360e891d37a653b3	615	5
04ade9d9784142e3360e891d37a653b3	617	12
04ade9d9784142e3360e891d37a653b3	653	19
04ade9d9784142e3360e891d37a653b3	673	13
04ade9d9784142e3360e891d37a653b3	686	5
04caa02e300d55674e29e3811a7cb1ac	386	37
04caa02e300d55674e29e3811a7cb1ac	424	170
04caa02e300d55674e29e3811a7cb1ac	430	66
04caa02e300d55674e29e3811a7cb1ac	432	37
04caa02e300d55674e29e3811a7cb1ac	454	58
04caa02e300d55674e29e3811a7cb1ac	489	159
04caa02e300d55674e29e3811a7cb1ac	615	49
04d555819a4f595150f1dc5e0840895f	462	7
04fbdefe525e74cffeef4884e76d0d16	429	12
04fbdefe525e74cffeef4884e76d0d16	462	61
04fbdefe525e74cffeef4884e76d0d16	563	37
04fbdefe525e74cffeef4884e76d0d16	613	3
04fbdefe525e74cffeef4884e76d0d16	676	22
04fbdefe525e74cffeef4884e76d0d16	686	39
05042e850dbaf09090cd785f260ba50f	574	48
05133a3f0fa89c119eea8174315d4064	426	13
051a02645347683386012c2de40705f2	391	25
051a02645347683386012c2de40705f2	398	18
051a02645347683386012c2de40705f2	459	67
051a02645347683386012c2de40705f2	555	103
051a02645347683386012c2de40705f2	565	22
051a02645347683386012c2de40705f2	652	24
051a02645347683386012c2de40705f2	655	60
051a02645347683386012c2de40705f2	676	26
051a02645347683386012c2de40705f2	686	26
05218859b5dd76037ab368f6171ffbc7	576	41
05242f07a7133c6af85a70262372fa49	462	21
056a52ee556c4476f7121bd0e42aaa9c	576	13
056d3bda52f1ca04160dc0e5ca854bf9	454	12
056d3bda52f1ca04160dc0e5ca854bf9	613	6
056d3bda52f1ca04160dc0e5ca854bf9	651	2
056d3bda52f1ca04160dc0e5ca854bf9	652	31
05957b2d7b0ee3d844dc19c8fc3e9354	381	3
05957b2d7b0ee3d844dc19c8fc3e9354	382	148
05957b2d7b0ee3d844dc19c8fc3e9354	390	11
05957b2d7b0ee3d844dc19c8fc3e9354	391	8
05957b2d7b0ee3d844dc19c8fc3e9354	422	57
05957b2d7b0ee3d844dc19c8fc3e9354	431	31
05957b2d7b0ee3d844dc19c8fc3e9354	454	141
05957b2d7b0ee3d844dc19c8fc3e9354	492	173
05957b2d7b0ee3d844dc19c8fc3e9354	501	205
05957b2d7b0ee3d844dc19c8fc3e9354	511	146
