asv	sample	count
40f71bf2dc1dd344b05a7f1e82743fb2	575	34
40f71bf2dc1dd344b05a7f1e82743fb2	576	12
40f71bf2dc1dd344b05a7f1e82743fb2	587	26
40f71bf2dc1dd344b05a7f1e82743fb2	588	100
40f71bf2dc1dd344b05a7f1e82743fb2	613	263
40f71bf2dc1dd344b05a7f1e82743fb2	615	85
40f71bf2dc1dd344b05a7f1e82743fb2	617	48
40f71bf2dc1dd344b05a7f1e82743fb2	623	4
40f71bf2dc1dd344b05a7f1e82743fb2	650	24
40f71bf2dc1dd344b05a7f1e82743fb2	652	59
40f71bf2dc1dd344b05a7f1e82743fb2	653	14
40f71bf2dc1dd344b05a7f1e82743fb2	654	89
40f71bf2dc1dd344b05a7f1e82743fb2	655	46
40f71bf2dc1dd344b05a7f1e82743fb2	664	35
40f71bf2dc1dd344b05a7f1e82743fb2	672	6
40f71bf2dc1dd344b05a7f1e82743fb2	673	11
40f71bf2dc1dd344b05a7f1e82743fb2	677	18
40f71bf2dc1dd344b05a7f1e82743fb2	685	53
40f71bf2dc1dd344b05a7f1e82743fb2	686	49
41188d1ce61e27fd58774fcc438e8c61	587	29
412e4beb25ae783dcb9f669c14d2f60f	462	9
4138339e104b4efa8f65093734d86fd8	462	8
413a622ee7543fbee3be1a5462fbadf1	430	50
413a622ee7543fbee3be1a5462fbadf1	431	51
413a622ee7543fbee3be1a5462fbadf1	459	43
413a622ee7543fbee3be1a5462fbadf1	462	8
413a622ee7543fbee3be1a5462fbadf1	613	170
413c3ae44f05ae8a119d31256dd8cbed	380	149
413c3ae44f05ae8a119d31256dd8cbed	381	31
413c3ae44f05ae8a119d31256dd8cbed	382	131
413c3ae44f05ae8a119d31256dd8cbed	383	75
413c3ae44f05ae8a119d31256dd8cbed	386	10
413c3ae44f05ae8a119d31256dd8cbed	390	27
413c3ae44f05ae8a119d31256dd8cbed	391	76
413c3ae44f05ae8a119d31256dd8cbed	398	112
413c3ae44f05ae8a119d31256dd8cbed	399	52
413c3ae44f05ae8a119d31256dd8cbed	419	64
413c3ae44f05ae8a119d31256dd8cbed	422	53
413c3ae44f05ae8a119d31256dd8cbed	424	100
413c3ae44f05ae8a119d31256dd8cbed	426	241
413c3ae44f05ae8a119d31256dd8cbed	429	77
413c3ae44f05ae8a119d31256dd8cbed	430	98
413c3ae44f05ae8a119d31256dd8cbed	431	32
413c3ae44f05ae8a119d31256dd8cbed	432	14
413c3ae44f05ae8a119d31256dd8cbed	454	120
413c3ae44f05ae8a119d31256dd8cbed	459	62
413c3ae44f05ae8a119d31256dd8cbed	462	121
413c3ae44f05ae8a119d31256dd8cbed	472	34
413c3ae44f05ae8a119d31256dd8cbed	474	61
413c3ae44f05ae8a119d31256dd8cbed	480	12
413c3ae44f05ae8a119d31256dd8cbed	489	140
413c3ae44f05ae8a119d31256dd8cbed	492	159
413c3ae44f05ae8a119d31256dd8cbed	501	28
413c3ae44f05ae8a119d31256dd8cbed	511	167
413c3ae44f05ae8a119d31256dd8cbed	547	104
413c3ae44f05ae8a119d31256dd8cbed	555	11
413c3ae44f05ae8a119d31256dd8cbed	563	141
413c3ae44f05ae8a119d31256dd8cbed	565	143
413c3ae44f05ae8a119d31256dd8cbed	574	99
413c3ae44f05ae8a119d31256dd8cbed	575	184
413c3ae44f05ae8a119d31256dd8cbed	576	86
413c3ae44f05ae8a119d31256dd8cbed	587	92
413c3ae44f05ae8a119d31256dd8cbed	588	87
413c3ae44f05ae8a119d31256dd8cbed	613	175
413c3ae44f05ae8a119d31256dd8cbed	615	94
413c3ae44f05ae8a119d31256dd8cbed	617	21
413c3ae44f05ae8a119d31256dd8cbed	623	42
413c3ae44f05ae8a119d31256dd8cbed	651	131
413c3ae44f05ae8a119d31256dd8cbed	652	108
413c3ae44f05ae8a119d31256dd8cbed	653	191
413c3ae44f05ae8a119d31256dd8cbed	654	131
413c3ae44f05ae8a119d31256dd8cbed	655	203
413c3ae44f05ae8a119d31256dd8cbed	664	249
413c3ae44f05ae8a119d31256dd8cbed	672	236
413c3ae44f05ae8a119d31256dd8cbed	673	144
413c3ae44f05ae8a119d31256dd8cbed	676	214
413c3ae44f05ae8a119d31256dd8cbed	677	119
413c3ae44f05ae8a119d31256dd8cbed	685	80
413c3ae44f05ae8a119d31256dd8cbed	686	66
413f5786d60470e3d1e471fc2d6b3b4b	650	12
413f5786d60470e3d1e471fc2d6b3b4b	655	20
41442261c658092c539f308a98c6966c	419	64
41442261c658092c539f308a98c6966c	429	420
41442261c658092c539f308a98c6966c	459	131
41442261c658092c539f308a98c6966c	587	136
41442261c658092c539f308a98c6966c	613	6
41442261c658092c539f308a98c6966c	676	13
414e810c9e147b2541ba6c1f62448aff	575	4
414e810c9e147b2541ba6c1f62448aff	655	35
414e810c9e147b2541ba6c1f62448aff	686	20
4156e611b81f868722627e3cede0f05d	391	37
4156e611b81f868722627e3cede0f05d	429	38
4156e611b81f868722627e3cede0f05d	489	22
4156e611b81f868722627e3cede0f05d	501	54
4156e611b81f868722627e3cede0f05d	563	61
4156e611b81f868722627e3cede0f05d	574	26
4156e611b81f868722627e3cede0f05d	613	72
4156e611b81f868722627e3cede0f05d	615	109
4156e611b81f868722627e3cede0f05d	650	101
4156e611b81f868722627e3cede0f05d	653	330
4156e611b81f868722627e3cede0f05d	677	21
4156e611b81f868722627e3cede0f05d	686	227
4157ec4502bc66f23f19d75659dcf5f1	587	24
4157ec4502bc66f23f19d75659dcf5f1	655	40
415b54f09f25851b8df6722ecf3e9c92	654	24
4179dd3219632634fc925c142bd466cf	380	23
4179dd3219632634fc925c142bd466cf	382	22
4179dd3219632634fc925c142bd466cf	383	12
4179dd3219632634fc925c142bd466cf	398	16
4179dd3219632634fc925c142bd466cf	399	14
4179dd3219632634fc925c142bd466cf	424	22
4179dd3219632634fc925c142bd466cf	426	26
4179dd3219632634fc925c142bd466cf	430	17
4179dd3219632634fc925c142bd466cf	431	9
4179dd3219632634fc925c142bd466cf	454	7
4179dd3219632634fc925c142bd466cf	459	4
4179dd3219632634fc925c142bd466cf	489	22
4179dd3219632634fc925c142bd466cf	492	18
4179dd3219632634fc925c142bd466cf	511	14
4179dd3219632634fc925c142bd466cf	565	11
4179dd3219632634fc925c142bd466cf	575	12
4179dd3219632634fc925c142bd466cf	576	22
4179dd3219632634fc925c142bd466cf	587	5
4179dd3219632634fc925c142bd466cf	613	22
4179dd3219632634fc925c142bd466cf	651	52
4179dd3219632634fc925c142bd466cf	652	37
4179dd3219632634fc925c142bd466cf	654	38
4179dd3219632634fc925c142bd466cf	655	27
4179dd3219632634fc925c142bd466cf	664	59
4179dd3219632634fc925c142bd466cf	672	24
4179dd3219632634fc925c142bd466cf	673	24
4179dd3219632634fc925c142bd466cf	676	11
4179dd3219632634fc925c142bd466cf	677	6
4180fe8a05ae6ea08932e6dfa564911d	501	14
4183b288eadee1a63de63031477a4614	380	19
4183b288eadee1a63de63031477a4614	381	16
4183b288eadee1a63de63031477a4614	386	3
4183b288eadee1a63de63031477a4614	391	14
4183b288eadee1a63de63031477a4614	426	12
4183b288eadee1a63de63031477a4614	430	21
4183b288eadee1a63de63031477a4614	547	7
4183b288eadee1a63de63031477a4614	565	30
4183b288eadee1a63de63031477a4614	587	5
4183b288eadee1a63de63031477a4614	588	9
4183b288eadee1a63de63031477a4614	617	3
4183b288eadee1a63de63031477a4614	673	5
4183b288eadee1a63de63031477a4614	677	8
4183b288eadee1a63de63031477a4614	685	7
418d10e8594ba97b8baf87c1d584a935	587	11
41acae7fa262ec457a40e3de3ff3d4ea	380	3654
41acae7fa262ec457a40e3de3ff3d4ea	381	601
41acae7fa262ec457a40e3de3ff3d4ea	382	463
41acae7fa262ec457a40e3de3ff3d4ea	383	258
41acae7fa262ec457a40e3de3ff3d4ea	386	1566
41acae7fa262ec457a40e3de3ff3d4ea	390	1194
41acae7fa262ec457a40e3de3ff3d4ea	391	1031
41acae7fa262ec457a40e3de3ff3d4ea	398	3288
41acae7fa262ec457a40e3de3ff3d4ea	399	2308
41acae7fa262ec457a40e3de3ff3d4ea	419	1142
41acae7fa262ec457a40e3de3ff3d4ea	422	435
41acae7fa262ec457a40e3de3ff3d4ea	424	181
41acae7fa262ec457a40e3de3ff3d4ea	426	587
41acae7fa262ec457a40e3de3ff3d4ea	429	955
41acae7fa262ec457a40e3de3ff3d4ea	430	818
41acae7fa262ec457a40e3de3ff3d4ea	431	431
41acae7fa262ec457a40e3de3ff3d4ea	432	559
41acae7fa262ec457a40e3de3ff3d4ea	454	5955
41acae7fa262ec457a40e3de3ff3d4ea	459	618
41acae7fa262ec457a40e3de3ff3d4ea	462	1880
41acae7fa262ec457a40e3de3ff3d4ea	472	572
41acae7fa262ec457a40e3de3ff3d4ea	474	653
41acae7fa262ec457a40e3de3ff3d4ea	480	395
41acae7fa262ec457a40e3de3ff3d4ea	489	438
41acae7fa262ec457a40e3de3ff3d4ea	492	1189
41acae7fa262ec457a40e3de3ff3d4ea	501	1340
41acae7fa262ec457a40e3de3ff3d4ea	511	1073
41acae7fa262ec457a40e3de3ff3d4ea	547	401
41acae7fa262ec457a40e3de3ff3d4ea	555	249
41acae7fa262ec457a40e3de3ff3d4ea	563	1447
41acae7fa262ec457a40e3de3ff3d4ea	565	1021
41acae7fa262ec457a40e3de3ff3d4ea	574	1306
41acae7fa262ec457a40e3de3ff3d4ea	575	8354
41acae7fa262ec457a40e3de3ff3d4ea	576	2447
41acae7fa262ec457a40e3de3ff3d4ea	587	2347
41acae7fa262ec457a40e3de3ff3d4ea	588	634
41acae7fa262ec457a40e3de3ff3d4ea	613	5651
41acae7fa262ec457a40e3de3ff3d4ea	615	6266
41acae7fa262ec457a40e3de3ff3d4ea	617	1325
41acae7fa262ec457a40e3de3ff3d4ea	623	1039
41acae7fa262ec457a40e3de3ff3d4ea	650	208
41acae7fa262ec457a40e3de3ff3d4ea	651	1632
41acae7fa262ec457a40e3de3ff3d4ea	652	13236
41acae7fa262ec457a40e3de3ff3d4ea	653	3636
41acae7fa262ec457a40e3de3ff3d4ea	654	13645
41acae7fa262ec457a40e3de3ff3d4ea	655	6219
41acae7fa262ec457a40e3de3ff3d4ea	664	486
41acae7fa262ec457a40e3de3ff3d4ea	672	264
41acae7fa262ec457a40e3de3ff3d4ea	673	5708
41acae7fa262ec457a40e3de3ff3d4ea	676	837
41acae7fa262ec457a40e3de3ff3d4ea	677	1393
41acae7fa262ec457a40e3de3ff3d4ea	685	5036
41acae7fa262ec457a40e3de3ff3d4ea	686	1381
41ad27ebe6e49a57093403822fa28929	399	6
41ad27ebe6e49a57093403822fa28929	422	7
41ad27ebe6e49a57093403822fa28929	462	8
41ad27ebe6e49a57093403822fa28929	574	10
41ad27ebe6e49a57093403822fa28929	677	13
420c05bb1459e31af0b54d2950212ad7	547	19
42170a65e8abfe6e494d8cdcaaabf60e	651	11
421bb38071dda039f0e4ae4f1360c6d5	555	13
423c7d702dd5c5d68934b8ad81b8881f	655	9
428f49bbc2a179403f165f01c8f6e824	391	6
428f49bbc2a179403f165f01c8f6e824	489	6
428f49bbc2a179403f165f01c8f6e824	613	4
428f49bbc2a179403f165f01c8f6e824	651	8
428f49bbc2a179403f165f01c8f6e824	653	10
428f49bbc2a179403f165f01c8f6e824	676	8
428f49bbc2a179403f165f01c8f6e824	677	35
429b6048263deb9317f7c27a461f29a7	398	33
429b6048263deb9317f7c27a461f29a7	432	4
429b6048263deb9317f7c27a461f29a7	547	3
429ed6eca9a4cc9d8be22a05f82d9976	383	16
42a9a1302ebafe692953d157486350e7	462	41
42abf7017cf783b53e13379e6921cd1d	462	6
42ac7edd93735a804e5f964322ab7891	380	25
42ac7edd93735a804e5f964322ab7891	381	6
42ac7edd93735a804e5f964322ab7891	382	4
42ac7edd93735a804e5f964322ab7891	383	4
42ac7edd93735a804e5f964322ab7891	386	2
42ac7edd93735a804e5f964322ab7891	390	9
42ac7edd93735a804e5f964322ab7891	391	13
42ac7edd93735a804e5f964322ab7891	398	10
42ac7edd93735a804e5f964322ab7891	399	30
42ac7edd93735a804e5f964322ab7891	419	42
42ac7edd93735a804e5f964322ab7891	422	5
42ac7edd93735a804e5f964322ab7891	424	27
42ac7edd93735a804e5f964322ab7891	426	74
42ac7edd93735a804e5f964322ab7891	429	41
42ac7edd93735a804e5f964322ab7891	430	3
42ac7edd93735a804e5f964322ab7891	431	39
42ac7edd93735a804e5f964322ab7891	432	11
42ac7edd93735a804e5f964322ab7891	454	249
42ac7edd93735a804e5f964322ab7891	459	22
42ac7edd93735a804e5f964322ab7891	462	11
42ac7edd93735a804e5f964322ab7891	472	35
42ac7edd93735a804e5f964322ab7891	480	21
42ac7edd93735a804e5f964322ab7891	489	71
42ac7edd93735a804e5f964322ab7891	492	18
42ac7edd93735a804e5f964322ab7891	501	6
42ac7edd93735a804e5f964322ab7891	511	14
42ac7edd93735a804e5f964322ab7891	547	6
42ac7edd93735a804e5f964322ab7891	555	55
42ac7edd93735a804e5f964322ab7891	563	79
42ac7edd93735a804e5f964322ab7891	565	3
42ac7edd93735a804e5f964322ab7891	574	14
42ac7edd93735a804e5f964322ab7891	575	125
42ac7edd93735a804e5f964322ab7891	576	12
42ac7edd93735a804e5f964322ab7891	587	28
42ac7edd93735a804e5f964322ab7891	588	57
42ac7edd93735a804e5f964322ab7891	613	38
42ac7edd93735a804e5f964322ab7891	617	17
42ac7edd93735a804e5f964322ab7891	623	34
42ac7edd93735a804e5f964322ab7891	650	7
42ac7edd93735a804e5f964322ab7891	651	80
42ac7edd93735a804e5f964322ab7891	652	66
42ac7edd93735a804e5f964322ab7891	653	59
42ac7edd93735a804e5f964322ab7891	654	10
42ac7edd93735a804e5f964322ab7891	655	68
42ac7edd93735a804e5f964322ab7891	664	12
42ac7edd93735a804e5f964322ab7891	672	3
42ac7edd93735a804e5f964322ab7891	676	16
42ac7edd93735a804e5f964322ab7891	677	2
42ac7edd93735a804e5f964322ab7891	685	133
42ac7edd93735a804e5f964322ab7891	686	52
42af95688271f8b4e683304d435656bb	655	164
42b6ca70064a41e70238d4293d459d10	391	1969
42b6ca70064a41e70238d4293d459d10	430	425
42b6ca70064a41e70238d4293d459d10	432	49
42b6ca70064a41e70238d4293d459d10	454	2150
42b6ca70064a41e70238d4293d459d10	462	194
42b6ca70064a41e70238d4293d459d10	480	3
42b6ca70064a41e70238d4293d459d10	489	65
42b6ca70064a41e70238d4293d459d10	501	218
42b6ca70064a41e70238d4293d459d10	565	7
42b6ca70064a41e70238d4293d459d10	574	935
42b6ca70064a41e70238d4293d459d10	575	212
42b6ca70064a41e70238d4293d459d10	576	13
42b6ca70064a41e70238d4293d459d10	588	374
42b6ca70064a41e70238d4293d459d10	613	494
42b6ca70064a41e70238d4293d459d10	615	20
42b6ca70064a41e70238d4293d459d10	677	285
42b6ca70064a41e70238d4293d459d10	685	1697
42b7926aa4fb0c7e101a0f7dd393e6de	398	61
42b7926aa4fb0c7e101a0f7dd393e6de	511	22
42c2968a2ec42976ee851086bc91ecfb	380	214
42c2968a2ec42976ee851086bc91ecfb	382	29
42c2968a2ec42976ee851086bc91ecfb	383	21
42c2968a2ec42976ee851086bc91ecfb	386	33
42c2968a2ec42976ee851086bc91ecfb	390	89
42c2968a2ec42976ee851086bc91ecfb	391	35
42c2968a2ec42976ee851086bc91ecfb	398	42
42c2968a2ec42976ee851086bc91ecfb	399	203
42c2968a2ec42976ee851086bc91ecfb	419	215
42c2968a2ec42976ee851086bc91ecfb	422	28
42c2968a2ec42976ee851086bc91ecfb	424	133
42c2968a2ec42976ee851086bc91ecfb	426	433
42c2968a2ec42976ee851086bc91ecfb	429	169
42c2968a2ec42976ee851086bc91ecfb	430	47
42c2968a2ec42976ee851086bc91ecfb	431	52
42c2968a2ec42976ee851086bc91ecfb	432	28
42c2968a2ec42976ee851086bc91ecfb	454	16
42c2968a2ec42976ee851086bc91ecfb	459	95
42c2968a2ec42976ee851086bc91ecfb	462	193
42c2968a2ec42976ee851086bc91ecfb	472	127
42c2968a2ec42976ee851086bc91ecfb	474	116
42c2968a2ec42976ee851086bc91ecfb	480	13
42c2968a2ec42976ee851086bc91ecfb	489	129
42c2968a2ec42976ee851086bc91ecfb	492	152
42c2968a2ec42976ee851086bc91ecfb	501	28
42c2968a2ec42976ee851086bc91ecfb	511	73
42c2968a2ec42976ee851086bc91ecfb	547	115
42c2968a2ec42976ee851086bc91ecfb	555	64
42c2968a2ec42976ee851086bc91ecfb	563	27
42c2968a2ec42976ee851086bc91ecfb	565	5
42c2968a2ec42976ee851086bc91ecfb	574	46
42c2968a2ec42976ee851086bc91ecfb	575	202
42c2968a2ec42976ee851086bc91ecfb	576	62
42c2968a2ec42976ee851086bc91ecfb	587	280
42c2968a2ec42976ee851086bc91ecfb	588	18
42c2968a2ec42976ee851086bc91ecfb	613	66
42c2968a2ec42976ee851086bc91ecfb	615	140
42c2968a2ec42976ee851086bc91ecfb	617	257
42c2968a2ec42976ee851086bc91ecfb	623	55
42c2968a2ec42976ee851086bc91ecfb	650	60
42c2968a2ec42976ee851086bc91ecfb	651	17
42c2968a2ec42976ee851086bc91ecfb	652	54
42c2968a2ec42976ee851086bc91ecfb	653	4
42c2968a2ec42976ee851086bc91ecfb	655	5
42c2968a2ec42976ee851086bc91ecfb	664	25
42c2968a2ec42976ee851086bc91ecfb	672	42
42c2968a2ec42976ee851086bc91ecfb	673	42
42c2968a2ec42976ee851086bc91ecfb	676	25
42c2968a2ec42976ee851086bc91ecfb	677	3
42c2968a2ec42976ee851086bc91ecfb	685	30
42c2968a2ec42976ee851086bc91ecfb	686	241
42c93b9ac03564d5b2f4e307bbe217c8	430	13
42dae4752bba0b40622245f30c4e66e3	574	27
43008d7dc5f5499d273035a3ff93b47e	430	35
43008d7dc5f5499d273035a3ff93b47e	431	57
4320c11a92647f348083f6cbf8ad4d63	462	61
432709ff7377e389bf3d9d280267549c	426	126
432709ff7377e389bf3d9d280267549c	462	20
432709ff7377e389bf3d9d280267549c	575	11
432709ff7377e389bf3d9d280267549c	613	39
432709ff7377e389bf3d9d280267549c	623	15
432709ff7377e389bf3d9d280267549c	653	116
432709ff7377e389bf3d9d280267549c	677	12
434022d6cdf12969e285618aeaba7f84	686	15
434ccaa985a27bce8d764a97f52af749	380	14
434ccaa985a27bce8d764a97f52af749	673	10
437529ba09711ed569890539aebfcc97	617	6
43a7bd208d8561c8ecd9b0c97d61671d	431	103
43a7bd208d8561c8ecd9b0c97d61671d	459	71
43a7bd208d8561c8ecd9b0c97d61671d	613	7
43a7bd208d8561c8ecd9b0c97d61671d	654	296
43a7bd208d8561c8ecd9b0c97d61671d	672	2229
43a7bd208d8561c8ecd9b0c97d61671d	673	129
43a7bd208d8561c8ecd9b0c97d61671d	685	14
43a7bd208d8561c8ecd9b0c97d61671d	686	280
43bdc77f5ba28055f463b350cd4af0c0	380	6
43c0fc4c910b2b2e814cc513fa1216cf	555	40
43c0fc4c910b2b2e814cc513fa1216cf	615	14
43c0fc4c910b2b2e814cc513fa1216cf	623	176
43cb621b207e4b92ab26d22f82a05017	563	7
43cb621b207e4b92ab26d22f82a05017	650	35
43cb621b207e4b92ab26d22f82a05017	677	8
43feaecacc5412cf9512fc3b8e0ce6e9	574	10
4407330b4629645c2428991698231166	380	412
4407330b4629645c2428991698231166	382	94
4407330b4629645c2428991698231166	383	41
4407330b4629645c2428991698231166	390	77
4407330b4629645c2428991698231166	398	186
4407330b4629645c2428991698231166	399	37
4407330b4629645c2428991698231166	419	229
4407330b4629645c2428991698231166	422	87
4407330b4629645c2428991698231166	424	283
4407330b4629645c2428991698231166	429	56
4407330b4629645c2428991698231166	430	75
4407330b4629645c2428991698231166	459	210
4407330b4629645c2428991698231166	474	11
4407330b4629645c2428991698231166	489	135
4407330b4629645c2428991698231166	492	90
4407330b4629645c2428991698231166	511	20
4407330b4629645c2428991698231166	563	51
4407330b4629645c2428991698231166	565	7
4407330b4629645c2428991698231166	574	18
4407330b4629645c2428991698231166	575	33
4407330b4629645c2428991698231166	576	9
4407330b4629645c2428991698231166	613	124
4407330b4629645c2428991698231166	617	5
4407330b4629645c2428991698231166	623	111
4407330b4629645c2428991698231166	651	261
4407330b4629645c2428991698231166	652	325
4407330b4629645c2428991698231166	653	378
4407330b4629645c2428991698231166	654	128
4407330b4629645c2428991698231166	655	248
4407330b4629645c2428991698231166	664	46
4407330b4629645c2428991698231166	672	187
4407330b4629645c2428991698231166	673	23
4407330b4629645c2428991698231166	676	117
4407330b4629645c2428991698231166	685	76
441010a38d03f8a7d33c88d72dcf3ab6	382	24
441010a38d03f8a7d33c88d72dcf3ab6	419	8
441010a38d03f8a7d33c88d72dcf3ab6	424	21
441010a38d03f8a7d33c88d72dcf3ab6	432	10
441010a38d03f8a7d33c88d72dcf3ab6	454	8
441010a38d03f8a7d33c88d72dcf3ab6	462	21
441010a38d03f8a7d33c88d72dcf3ab6	489	63
441010a38d03f8a7d33c88d72dcf3ab6	555	60
441010a38d03f8a7d33c88d72dcf3ab6	565	46
441010a38d03f8a7d33c88d72dcf3ab6	574	16
441010a38d03f8a7d33c88d72dcf3ab6	587	21
441010a38d03f8a7d33c88d72dcf3ab6	617	21
441010a38d03f8a7d33c88d72dcf3ab6	652	52
44155ebecf8adfb1a48abe8e7cc58106	454	18
4442846153301904dcc9f299b4978c9d	382	3
4442846153301904dcc9f299b4978c9d	383	9
4442846153301904dcc9f299b4978c9d	390	6
4442846153301904dcc9f299b4978c9d	391	18
4442846153301904dcc9f299b4978c9d	419	36
4442846153301904dcc9f299b4978c9d	424	17
4442846153301904dcc9f299b4978c9d	454	38
4442846153301904dcc9f299b4978c9d	459	19
4442846153301904dcc9f299b4978c9d	489	13
4442846153301904dcc9f299b4978c9d	492	22
4442846153301904dcc9f299b4978c9d	555	15
4442846153301904dcc9f299b4978c9d	565	8
4442846153301904dcc9f299b4978c9d	575	26
4442846153301904dcc9f299b4978c9d	576	4
4442846153301904dcc9f299b4978c9d	587	17
4442846153301904dcc9f299b4978c9d	588	23
4442846153301904dcc9f299b4978c9d	613	7
4442846153301904dcc9f299b4978c9d	617	8
4442846153301904dcc9f299b4978c9d	651	41
4442846153301904dcc9f299b4978c9d	653	54
4442846153301904dcc9f299b4978c9d	654	19
4442846153301904dcc9f299b4978c9d	655	22
4442846153301904dcc9f299b4978c9d	664	29
4442846153301904dcc9f299b4978c9d	673	15
4442846153301904dcc9f299b4978c9d	676	9
4442846153301904dcc9f299b4978c9d	685	6
4442846153301904dcc9f299b4978c9d	686	14
444676eaaadb68789db3aa8a4cdf0d4c	613	3
444676eaaadb68789db3aa8a4cdf0d4c	653	13
444676eaaadb68789db3aa8a4cdf0d4c	655	8
444676eaaadb68789db3aa8a4cdf0d4c	676	5
444676eaaadb68789db3aa8a4cdf0d4c	677	5
444f046167137e71e6b11f35e40f8a87	459	42
444f046167137e71e6b11f35e40f8a87	613	14
444f046167137e71e6b11f35e40f8a87	676	36
44881c6121c665ae30a3f89a6723b1e1	386	54
44881c6121c665ae30a3f89a6723b1e1	424	14
44881c6121c665ae30a3f89a6723b1e1	459	33
44881c6121c665ae30a3f89a6723b1e1	547	23
44881c6121c665ae30a3f89a6723b1e1	555	78
44881c6121c665ae30a3f89a6723b1e1	574	8
44881c6121c665ae30a3f89a6723b1e1	613	8
44881c6121c665ae30a3f89a6723b1e1	615	60
44881c6121c665ae30a3f89a6723b1e1	617	51
44881c6121c665ae30a3f89a6723b1e1	650	8
44881c6121c665ae30a3f89a6723b1e1	651	10
44881c6121c665ae30a3f89a6723b1e1	653	27
44881c6121c665ae30a3f89a6723b1e1	664	7
44881c6121c665ae30a3f89a6723b1e1	685	8
44881c6121c665ae30a3f89a6723b1e1	686	22
4498c88903e79a0f4dd1fe4a987057cf	382	234
4498c88903e79a0f4dd1fe4a987057cf	383	147
4498c88903e79a0f4dd1fe4a987057cf	419	64
4498c88903e79a0f4dd1fe4a987057cf	459	364
4498c88903e79a0f4dd1fe4a987057cf	588	189
4498c88903e79a0f4dd1fe4a987057cf	651	205
4498c88903e79a0f4dd1fe4a987057cf	654	106
4498c88903e79a0f4dd1fe4a987057cf	655	225
449a30eaa76df4ccaf8bcf35617db731	511	6
449a30eaa76df4ccaf8bcf35617db731	615	10
449a30eaa76df4ccaf8bcf35617db731	651	72
449a30eaa76df4ccaf8bcf35617db731	685	19
449a30eaa76df4ccaf8bcf35617db731	686	44
44ae901157d54424d8ae08e9a9ae9704	391	451
44ae901157d54424d8ae08e9a9ae9704	501	458
44ae901157d54424d8ae08e9a9ae9704	615	614
44df9430393d4c6c010480f1710dbb2b	474	14
44e3776b0e294f3255cdf04a29e38a11	454	46
44e3776b0e294f3255cdf04a29e38a11	588	25
44ea67ab901ea036becd74904e617c17	391	40
44f1d5521154f22bd425ea0ce88616dd	574	41
44f96c3a2f71755152b4399f461094ca	429	4
44f96c3a2f71755152b4399f461094ca	613	11
44f96c3a2f71755152b4399f461094ca	676	6
44f96c3a2f71755152b4399f461094ca	685	5
4514609bf48a976582c9264742aacee7	431	3
4514609bf48a976582c9264742aacee7	492	7
45159bf5b87f9c767dc9fdf18d4a0b19	431	34
453576d1890abe534d0d9ebd09daadee	685	23
453862bdc09e7d7256a3394506587dd1	459	3
453862bdc09e7d7256a3394506587dd1	575	168
453862bdc09e7d7256a3394506587dd1	676	10
454008ae268503aa7cd118217d4ebcff	489	5
454008ae268503aa7cd118217d4ebcff	501	18
4554ae9f82ab2cbf2ee42b97b15ed914	426	43
4554ae9f82ab2cbf2ee42b97b15ed914	588	5
4566cd29f2f3944ca94e8123cd82d754	673	284
45696fb18b6b0f1dbe671ece1fe2e4ac	501	3
45696fb18b6b0f1dbe671ece1fe2e4ac	511	3
45696fb18b6b0f1dbe671ece1fe2e4ac	587	10
45853cd682872d3084c8adba9873db66	424	10
45853cd682872d3084c8adba9873db66	474	7
45853cd682872d3084c8adba9873db66	587	8
45853cd682872d3084c8adba9873db66	652	10
45853cd682872d3084c8adba9873db66	686	17
45900922fc557d94fff93e1d1e0681f7	462	35
45923cfffe98c933e386d44973242df0	547	7
4597bcbee8e8911d602b4f690547e694	398	6
4597bcbee8e8911d602b4f690547e694	480	7
4597bcbee8e8911d602b4f690547e694	576	11
4597bcbee8e8911d602b4f690547e694	615	13
45b83c93b49e6d36392af2be89c58a97	382	3
45b83c93b49e6d36392af2be89c58a97	672	5
45e02ed4d4a4bf00bd6e9a828588ebde	391	3
45e02ed4d4a4bf00bd6e9a828588ebde	399	5
45e02ed4d4a4bf00bd6e9a828588ebde	650	3
45e02ed4d4a4bf00bd6e9a828588ebde	651	3
45e02ed4d4a4bf00bd6e9a828588ebde	655	7
45eb53a6327beb3aa38ed09e83f22352	651	11
4612df2d9b89e2a11d8d8857b14f7036	426	117
463458de95f1fb6649096548fd8034e0	390	6
463458de95f1fb6649096548fd8034e0	391	18
463458de95f1fb6649096548fd8034e0	419	10
463458de95f1fb6649096548fd8034e0	574	156
463458de95f1fb6649096548fd8034e0	613	23
463458de95f1fb6649096548fd8034e0	615	61
463458de95f1fb6649096548fd8034e0	650	8
463458de95f1fb6649096548fd8034e0	651	45
463458de95f1fb6649096548fd8034e0	676	30
4639f7e15b08ca5f6f9098405dcde34a	575	17
4672639f7be7e123d1d273312173d8cb	511	24
46731af4c384216fbf1439b9d6296c8c	383	6
46731af4c384216fbf1439b9d6296c8c	390	1108
467d3544afb1a6534dce25b51ddc20ce	386	80
467d3544afb1a6534dce25b51ddc20ce	454	141
467d3544afb1a6534dce25b51ddc20ce	459	54
467d3544afb1a6534dce25b51ddc20ce	489	85
467d3544afb1a6534dce25b51ddc20ce	574	49
467d3544afb1a6534dce25b51ddc20ce	587	50
467d3544afb1a6534dce25b51ddc20ce	613	74
